,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,125.38135397312129,-76.44488435736456,5.586783149865261,-0.6846282607044324,345.0,-4640.0,283.0,1475.0,250.0,984.0,310.0,462.0,336.0,924.0,1068.0,1252.0
1,127.69438624742446,-78.47792247511084,5.90742650649605,-1.047294474598433,347.0,-4636.0,269.0,1471.0,242.0,976.0,304.0,455.0,338.0,928.0,1058.0,1249.0
2,126.8730778542103,-78.24048672416237,4.369191570946089,-0.7487670972195095,345.0,-4638.0,268.0,1463.0,241.0,971.0,301.0,453.0,336.0,920.0,1053.0,1242.0
3,126.84337987939887,-78.42332653497276,2.947778207060324,-0.5174657103199412,345.0,-4638.0,268.0,1464.0,242.0,972.0,301.0,454.0,336.0,920.0,1054.0,1242.0
4,127.14553978028476,-78.85728001298737,1.9815014639769313,-0.41198660518987684,346.0,-4638.0,269.0,1469.0,243.0,975.0,301.0,456.0,337.0,924.0,1058.0,1246.0
5,126.9500013175693,-79.05037357106912,1.1825436657794701,-0.26401542858201527,347.0,-4638.0,269.0,1468.0,244.0,975.0,300.0,457.0,337.0,923.0,1058.0,1245.0
6,126.74870623286063,-79.13881009393647,0.6638575056708649,-0.14413958686695852,347.0,-4638.0,269.0,1467.0,244.0,974.0,299.0,457.0,337.0,921.0,1058.0,1244.0
7,126.68141243642206,-79.229658204771,0.40946861376463917,-0.10244865030343633,347.0,-4639.0,269.0,1467.0,244.0,974.0,298.0,457.0,337.0,921.0,1058.0,1244.0
8,126.77354442981279,-79.29263453332386,0.33427167443472755,-0.12012052130376753,347.0,-4639.0,269.0,1468.0,244.0,975.0,298.0,457.0,337.0,922.0,1059.0,1245.0
9,126.77361545416665,-79.2925293035347,0.19260887044019948,-0.0757878572187008,347.0,-4639.0,269.0,1468.0,244.0,975.0,298.0,457.0,337.0,922.0,1059.0,1245.0
10,126.79188545816373,-79.31071415376277,0.16959513120725403,-0.08597373129773443,347.0,-4639.0,269.0,1469.0,244.0,975.0,298.0,457.0,337.0,922.0,1059.0,1245.0
11,126.85569744659959,-79.33553483457113,0.18448920217107842,-0.1031649364188726,347.0,-4639.0,269.0,1469.0,244.0,975.0,298.0,457.0,337.0,923.0,1060.0,1246.0
12,126.77259613521525,-79.29237118749845,0.07231828928891154,-0.048476076694863465,347.0,-4639.0,269.0,1468.0,244.0,975.0,298.0,457.0,337.0,922.0,1059.0,1245.0
13,126.5857247934486,-79.2432633608745,-0.104943101580181,0.05051015843887899,347.0,-4639.0,269.0,1466.0,244.0,974.0,298.0,457.0,337.0,920.0,1058.0,1243.0
14,126.68179207153939,-79.22995680821371,-0.01126174268420721,-0.0011304445486991985,347.0,-4639.0,269.0,1467.0,244.0,974.0,298.0,457.0,337.0,921.0,1058.0,1244.0
15,126.68153755891345,-79.22959669116761,0.004662604771448708,-0.02097499340383853,347.0,-4639.0,269.0,1467.0,244.0,974.0,298.0,457.0,337.0,921.0,1058.0,1244.0
16,126.68718022275993,-79.30451010606185,0.03817339841862087,-0.05330091616212074,347.0,-4639.0,269.0,1468.0,244.0,974.0,298.0,457.0,337.0,921.0,1059.0,1244.0
17,126.77256688045576,-79.29305998764495,0.08769073537263353,-0.08491830403545891,347.0,-4639.0,269.0,1468.0,244.0,975.0,298.0,457.0,337.0,922.0,1059.0,1245.0
