,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-0.94024828999689,0.43478751777820435,-3.573615848349813,-5.4503379765482,-2.5295996379868644,-4.6160606216737845,-1.4805664629975253,-3.109538191698947,-0.7528767478456931,-3.479969692334933,-5.649502481319769,-4.452912385699765,-0.9086760349554694,0.37167319696474976,-3.623659424916731,-5.542145061374015,-2.450788858248842,-4.567895639204693,-1.4696093498103338,-3.120615235476137,-0.6834736326667468,-3.5051322545504036,-5.735338546577935,-4.51733282740949
1,0.18110274122742087,0.05652698667927325,0.04554994988903527,1.041699158050525,0.032227111358650085,0.5657512867569316,0.3145601014298398,0.10435618680668224,0.15429889165386423,1.1947263441276164,0.6475244102706341,0.9089356132468631,-0.32831868695615896,-0.3695097045123461,-1.5239409335127831,0.0512334186560679,-1.9825988508891967,-0.42338840989813775,-1.0328157050712932,-2.0408736275102513,-0.34023683045427333,1.2214447990527901,-1.1920197068664322,0.04886283127052593
2,0.07883561276844553,0.1789991174887291,0.11424886918161992,0.786462537947088,0.16220078284436656,0.4806162799229279,0.3150790279872888,0.08889968778255675,0.17969321097240554,0.797070310744104,0.48828529858544467,0.7676104993562873,-1.9202436161118044,-0.4551409557919577,-1.886477009761336,0.7118229641802145,-1.5843863565711942,-0.17484916109515325,-1.599112804424351,-1.8316073420581631,-0.1886522228889902,0.9872828810089231,-0.4160520643308132,0.13387991856501458
3,0.0947774446539782,0.12286107025283854,0.12339320541806043,0.5077291120129814,0.023264387905396866,0.2464764938416817,0.174296056814228,0.14298930504529395,0.15578282423923628,0.6275133826969466,0.3126330589138613,0.46733929150131637,-3.298921196431479,-0.634185772621656,-1.1399559162516866,0.3046667365219946,-1.9450290754633386,0.4805882503246437,0.6531527610174663,-1.6337565471536521,0.7537209160043687,-0.5398934624926142,-0.9188397494085905,0.36551796282032
4,0.12878786906778128,0.04000411244260249,0.15018633115757662,0.22848994492789831,0.10899962408916153,0.20790006716464937,0.15253109812568777,0.05086703250650437,0.1292786630248528,0.4089358131507481,0.17755730356351318,0.33685034999909247,-4.0125787142791935,-0.28613979230156517,-0.4332113244663347,0.46553095228978236,-1.802961783865662,-0.9495143598565221,1.442523248841951,-1.5346336785264327,-0.6103094235881485,-0.6868516150291839,-1.6844800705452485,0.7561222492394961
5,0.007826282454289846,-0.0008820043360628915,0.010404818068963984,0.1766626655396295,0.011763751614589424,0.12218128029314101,0.03700429441709119,-0.008106081177047031,-0.03230466097599205,0.26104610054497357,0.17233362215653614,0.22367623503399559,-2.300866039826154,0.1568770246992699,0.9222037713417919,1.3352361680608738,-0.10195251440767095,0.5149634618734638,1.343044977692351,-0.4559325314442617,0.5451135682572925,1.3921717582904876,-0.7306489052401446,0.6023350421224336
6,0.005887316740055937,0.11835887623078634,0.010462587566447468,0.17323321941963954,0.05511598576174137,0.01091090299191766,0.04937856648623207,0.026810242951643026,0.11036687022131653,0.16381360090541364,0.12116046698165661,0.020952271848272197,-1.3381855930302322,-0.2711757645765118,3.1572615402487685,0.6577518791031025,-0.9870294006378728,-0.0965457390348945,0.35841293048516576,-1.601777381700586,-0.16331828183749053,0.8536941137707004,-1.1942026445053102,0.05904019434814245
7,-0.00010935203841277996,0.07568990150321042,0.007522741891148321,0.04196075106276176,0.07622718762692315,0.12488518170551277,0.13515409447425242,0.039046422913361134,0.07702841929328674,-0.018664691792309895,0.07725952296868766,0.07760177720993111,-0.2166113804692813,-1.4913223913274791,2.2967022865641553,0.24514352030575992,-1.822157021139219,0.06241839375024938,-0.4054857998002248,-2.2662091454121622,-1.6948023259776903,0.8871672930058025,-1.5749618260141176,-0.4269883883338821
8,-0.003382782369712345,0.05093592146863557,0.00470278717021877,-0.03066393426394054,0.08768456044815487,0.08200230316243307,0.07582630769272125,0.0463868576610329,0.05883423728721371,0.06991439914091302,0.05321586720724891,0.0033894247874748373,1.030495776547859,-1.121983136312398,0.3477852696458612,0.15270913283319487,-1.0425578890726896,-0.9075615494610076,0.6058058246760183,-1.311297829015274,-1.050283862754739,-0.12749876142362382,-1.456815187172623,-0.3566783921429817
9,-0.006226475013829003,0.04886085878126778,0.0052948385407436405,-0.04621931918733502,0.08859715409967084,0.07099260620872805,0.0711413098919218,0.04292216102821911,0.055551650078261905,0.050868716338271724,0.04238618695175411,-0.010622253833635575,0.9386520823568034,-0.6934873257251581,1.5436646711381954,0.06467992241363163,-1.489357937073926,-0.7744294888764784,0.5274567131323025,-1.0283819435788075,0.19900442393692686,-0.916066792831316,-2.0746448719255,0.18254875222274336
