,0
1330,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1331,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1332,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1333,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1334,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1335,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1336,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1337,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1338,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1339,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1340,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1341,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1342,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1343,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1344,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1345,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1346,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1347,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1348,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1349,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1350,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1351,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1352,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1353,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1354,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1355,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1356,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1357,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1358,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1359,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1360,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1361,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1362,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1363,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1364,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1365,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1366,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1367,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1368,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1369,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1370,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1371,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1372,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1373,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1374,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1375,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1376,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1377,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1378,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1379,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1380,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1381,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1382,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1383,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1384,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1385,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1386,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1387,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1388,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1389,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1390,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1391,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1392,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1393,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1394,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1395,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1396,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1397,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1398,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1399,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1400,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1401,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1402,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1403,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1404,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1405,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1406,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1407,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1408,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1409,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1410,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1411,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1412,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1413,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1414,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1415,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1416,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1417,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1418,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1419,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1420,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1421,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1422,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1423,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1424,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1425,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1426,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1427,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1428,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1429,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1430,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1431,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1432,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1433,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1434,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1435,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1436,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1437,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1438,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1439,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1440,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1441,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1442,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1443,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1444,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1445,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1446,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1447,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1448,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1449,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1450,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1451,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1452,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1453,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1454,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1455,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1456,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1457,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1458,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1459,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1460,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1461,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1462,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1463,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1464,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1465,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1466,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1467,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1468,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1469,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1470,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1471,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1472,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1473,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1474,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1475,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1476,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1477,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1478,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1479,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1480,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1481,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1482,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1483,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1484,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1485,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1486,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1487,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1488,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1489,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1490,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1491,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1492,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1493,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1494,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1495,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1496,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1497,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1498,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1499,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1500,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1501,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1502,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1503,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1504,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1505,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1506,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1507,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1508,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1509,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1510,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1511,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1512,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1513,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1514,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1515,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1516,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1517,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1518,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1519,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1520,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1521,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1522,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1523,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1524,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1525,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
1526,"['G01' 'G03' 'G08' 'G10' 'G11' 'G14' 'G17' 'G18' 'G22' 'G23' 'G25' 'G31'
 'G32']"
