,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,132.0338394826021,-79.02757732859169,4.893689920528696,11.20446599600729,-639.0,-5623.0,-700.0,492.0,-734.0,-674.0,-522.0,-648.0,-984.0,-60.0,85.0,269.0
1,127.32939183691053,-80.46270448348952,4.5145792170437,11.01792776575192,-630.3119966910879,-5616.808117974972,-712.925248670794,500.0403706964193,-736.1929470060862,-680.4038745732217,-519.9278024995066,-639.9653752167944,-983.1761796353452,-52.88424291402759,88.3198207791321,269.5417260931109
2,127.14743817592388,-80.37261124974204,4.2774294089112965,10.505778117551646,-629.4471502214465,-5615.763852761582,-711.9473023960313,499.36014303370973,-735.1746659314373,-679.5962089780215,-519.1800074974168,-639.1594641538663,-981.9014908951154,-53.61047468474549,88.24290373763453,269.13299829411443
3,127.20758956069078,-80.38263208753548,3.9465877508568927,9.65940074927257,-629.699067678161,-5616.014943381982,-712.2098644353533,499.5559507551638,-735.4872559410684,-679.7390597691711,-519.4290638961063,-639.3703567594745,-982.2502033979549,-53.34996877009139,88.22261079700972,269.2822381321287
4,127.13114389628467,-80.33973047219216,3.499770791065759,8.635299027695611,-629.3245765763392,-5615.555281913755,-711.8004470590367,499.2503724764872,-735.0478613327524,-679.3663607188234,-519.113399818559,-639.0198878732579,-981.6949282751715,-53.65444477706105,88.18078497290134,269.10102406490086
5,127.06482221274888,-80.32951574669018,3.0244958378496354,7.531659041136118,-629.0499715043128,-5615.282552320486,-711.4900211830162,499.03948487319195,-734.7051215595804,-679.2178576292489,-518.8392055342013,-638.7894990123145,-981.3172725556284,-53.93866447829135,88.20226366710855,268.9433612731853
6,127.06736527034656,-80.33693924573498,2.590699491832386,6.443782558385564,-629.0720899980524,-5615.328371997175,-711.5207873458485,499.0645588330264,-734.7284078965716,-679.2684794681609,-518.8482923418932,-638.8170233652154,-981.3580713022535,-53.93422846988077,88.21621088536513,268.94506465302743
7,127.04132356089396,-80.33292759229559,2.173873436893354,5.4457467599700955,-628.965121866555,-5615.219753099775,-711.399845876461,498.97943079937255,-734.5991402799797,-679.2123401692679,-518.7398310806478,-638.7238840807951,-981.2163749445609,-54.05004879368504,88.223816611907,268.88865200882094
8,127.16705691147558,-80.38848377066026,1.8998584035598096,4.521562969981035,-629.549315504606,-5615.904625985724,-712.054737766432,499.43594050785555,-735.2928656226912,-679.7253707482063,-519.2586405692892,-639.2637828914959,-982.0632185600452,-53.544112108274355,88.26254999442409,269.1696912373032
9,127.19898752156791,-80.41426133588824,1.6020443527823742,3.7424622766489084,-629.7177253642965,-5616.137501036632,-712.2526303814004,499.57331230475216,-735.4863681800856,-679.9334724819205,-519.3896624838957,-639.4313952158267,-982.3237641814914,-53.422095262871515,88.30053102793008,269.2403740466367
10,127.15483529561276,-80.4064278418413,1.2945459926516176,3.102797318966639,-629.5336178996018,-5615.950780347312,-712.0349551116076,499.438386049428,-735.248133717936,-679.8235139080055,-519.2107035964982,-639.2724016678804,-982.0740198436848,-53.610351183098345,88.31165853498054,269.1440188848706
11,127.15678873117893,-80.39778785333873,1.0673863325917852,2.563569515855497,-629.5266784330524,-5615.919503736081,-712.0323665755769,499.43209584678164,-735.255696900301,-679.7727966352378,-519.2194436826422,-639.2583204864284,-982.051080123547,-53.59283050798736,88.29062183593513,269.1462478251276
12,127.13726284619365,-80.37917473270072,0.862332900604412,2.1209704476541154,-629.4168374375756,-5615.759631981376,-711.9056212111345,499.333390131372,-735.1269297949117,-679.6254320954813,-519.1378483052766,-639.1453058579141,-981.8790824227369,-53.66314957277586,88.26578148232356,269.1122054105825
13,127.25053545819618,-80.4345694811212,0.798958177892027,1.7013612272645535,-629.956260541496,-5616.40778059823,-712.5301779267128,499.7647915969707,-735.762366951918,-680.1252325238146,-519.6034295665335,-639.6456327055124,-982.6616460913052,-53.212812285859975,88.3103407571222,269.36293117363203
14,127.16396032465063,-80.3976085085873,0.5864467389081269,1.4256375189267638,-629.5515604620165,-5615.937166156766,-712.0703741187083,499.4526331694284,-735.2857771476104,-679.7773856236134,-519.2430370060913,-639.277369777918,-982.081595213194,-53.555929401267136,88.28831179004905,269.1612106015898
15,127.14085030710699,-80.40187916755237,0.4647978468327351,1.1701565400981218,-629.4722774269156,-5615.884608327974,-711.9788427168761,499.3890493886605,-735.1742770078623,-679.7752267370136,-519.1495568552069,-639.2197418351832,-981.9849654296498,-53.66726155634134,88.31222416924913,269.10836967091404
16,126.98245322845204,-80.35197568289222,0.2557019462548382,1.0056977976085013,-628.766319730518,-5615.108646930345,-711.1889287658622,498.82719238861984,-734.3225764833314,-679.2587669381664,-518.5005679007099,-638.5942456672171,-980.9947880224163,-54.33449696306992,88.30707568903819,268.7406261718146
17,126.65427717046128,-80.20087207219616,-0.061514504715957874,0.9475665820532597,-627.2318898778345,-5613.290128313939,-709.469998284207,497.5934282089182,-732.5026655850323,-677.8872254821982,-517.1532216493443,-637.1799718456539,-978.7505078142035,-55.657695000297,88.19010087533654,267.9903922989527
