,0,1,2,3,4,5,6,7,8,9,10,11
90,349.0,-4639.0,271.0,1474.0,247.0,979.0,297.0,461.0,338.0,926.0,1065.0,1249.0
91,349.0,-4639.0,271.0,1474.0,247.0,979.0,297.0,461.0,338.0,926.0,1065.0,1249.0
92,349.0,-4639.0,271.0,1474.0,246.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
93,349.0,-4640.0,271.0,1474.0,246.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
94,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
95,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1249.0
96,349.0,-4640.0,271.0,1474.0,246.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
97,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
98,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1249.0
99,350.0,-4639.0,271.0,1475.0,247.0,980.0,296.0,462.0,339.0,927.0,1066.0,1250.0
100,350.0,-4639.0,271.0,1475.0,247.0,980.0,296.0,462.0,339.0,927.0,1066.0,1250.0
101,349.0,-4640.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
102,349.0,-4640.0,271.0,1474.0,246.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
103,349.0,-4640.0,271.0,1473.0,246.0,978.0,296.0,461.0,338.0,925.0,1064.0,1248.0
104,349.0,-4640.0,271.0,1474.0,246.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
105,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
106,349.0,-4639.0,271.0,1473.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1248.0
107,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1249.0
108,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1249.0
109,349.0,-4640.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
110,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
111,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
112,349.0,-4639.0,271.0,1475.0,247.0,980.0,296.0,461.0,338.0,927.0,1066.0,1250.0
113,349.0,-4639.0,271.0,1475.0,247.0,980.0,296.0,461.0,338.0,927.0,1066.0,1250.0
114,349.0,-4640.0,270.0,1473.0,246.0,978.0,296.0,460.0,338.0,925.0,1064.0,1248.0
115,349.0,-4640.0,270.0,1473.0,246.0,978.0,296.0,460.0,338.0,925.0,1064.0,1248.0
116,348.0,-4640.0,270.0,1471.0,246.0,977.0,296.0,460.0,337.0,923.0,1063.0,1247.0
117,348.0,-4640.0,270.0,1470.0,246.0,976.0,296.0,460.0,337.0,922.0,1062.0,1246.0
118,349.0,-4639.0,271.0,1471.0,246.0,977.0,296.0,460.0,338.0,923.0,1063.0,1247.0
119,348.0,-4640.0,270.0,1470.0,246.0,976.0,296.0,460.0,337.0,922.0,1062.0,1246.0
120,348.0,-4640.0,270.0,1470.0,246.0,976.0,295.0,459.0,337.0,921.0,1062.0,1245.0
121,349.0,-4639.0,271.0,1472.0,247.0,978.0,296.0,461.0,338.0,924.0,1064.0,1248.0
122,349.0,-4639.0,271.0,1473.0,247.0,978.0,296.0,461.0,338.0,924.0,1064.0,1248.0
123,349.0,-4640.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1249.0
124,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1249.0
125,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1249.0
126,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1249.0
127,349.0,-4640.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1249.0
128,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1249.0
129,349.0,-4639.0,271.0,1472.0,247.0,978.0,296.0,461.0,338.0,924.0,1064.0,1247.0
130,349.0,-4639.0,271.0,1473.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1248.0
131,349.0,-4639.0,271.0,1473.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1248.0
132,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
133,349.0,-4639.0,271.0,1474.0,247.0,979.0,297.0,461.0,338.0,926.0,1065.0,1249.0
134,349.0,-4639.0,271.0,1473.0,246.0,978.0,296.0,460.0,338.0,925.0,1064.0,1248.0
135,349.0,-4640.0,270.0,1473.0,246.0,978.0,296.0,460.0,338.0,925.0,1064.0,1248.0
136,349.0,-4639.0,271.0,1473.0,247.0,978.0,297.0,461.0,338.0,925.0,1064.0,1248.0
137,349.0,-4639.0,271.0,1474.0,246.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
138,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
139,350.0,-4639.0,271.0,1475.0,247.0,980.0,296.0,462.0,339.0,927.0,1066.0,1250.0
140,350.0,-4639.0,271.0,1476.0,247.0,980.0,296.0,462.0,339.0,927.0,1067.0,1250.0
141,350.0,-4639.0,272.0,1477.0,248.0,981.0,296.0,463.0,339.0,928.0,1068.0,1251.0
142,351.0,-4639.0,272.0,1478.0,248.0,982.0,296.0,463.0,339.0,929.0,1069.0,1252.0
143,350.0,-4640.0,272.0,1477.0,248.0,981.0,295.0,463.0,339.0,928.0,1068.0,1251.0
144,350.0,-4640.0,272.0,1477.0,248.0,981.0,295.0,463.0,339.0,928.0,1068.0,1251.0
145,350.0,-4640.0,272.0,1477.0,248.0,981.0,295.0,463.0,339.0,927.0,1068.0,1251.0
146,350.0,-4640.0,272.0,1475.0,248.0,980.0,295.0,463.0,339.0,926.0,1067.0,1250.0
147,350.0,-4640.0,272.0,1476.0,248.0,980.0,295.0,463.0,339.0,926.0,1067.0,1250.0
148,350.0,-4639.0,272.0,1475.0,248.0,980.0,295.0,463.0,339.0,926.0,1067.0,1250.0
149,349.0,-4640.0,271.0,1474.0,247.0,979.0,294.0,462.0,338.0,924.0,1066.0,1248.0
150,349.0,-4640.0,271.0,1473.0,247.0,979.0,294.0,462.0,338.0,924.0,1065.0,1248.0
151,349.0,-4640.0,271.0,1473.0,247.0,979.0,294.0,462.0,338.0,924.0,1065.0,1248.0
152,349.0,-4640.0,271.0,1473.0,247.0,978.0,294.0,462.0,338.0,923.0,1065.0,1247.0
153,349.0,-4640.0,271.0,1472.0,247.0,978.0,294.0,462.0,338.0,923.0,1065.0,1247.0
154,349.0,-4640.0,271.0,1472.0,247.0,978.0,294.0,462.0,338.0,923.0,1065.0,1247.0
155,350.0,-4640.0,271.0,1473.0,248.0,979.0,294.0,462.0,338.0,924.0,1066.0,1248.0
156,350.0,-4640.0,271.0,1472.0,248.0,978.0,294.0,462.0,338.0,923.0,1065.0,1247.0
157,350.0,-4640.0,271.0,1474.0,248.0,979.0,294.0,462.0,338.0,924.0,1066.0,1248.0
158,349.0,-4640.0,271.0,1473.0,247.0,978.0,294.0,462.0,338.0,923.0,1065.0,1247.0
159,349.0,-4640.0,271.0,1472.0,247.0,978.0,294.0,461.0,338.0,923.0,1065.0,1247.0
160,349.0,-4640.0,271.0,1471.0,247.0,977.0,294.0,461.0,337.0,922.0,1064.0,1246.0
161,349.0,-4640.0,271.0,1472.0,247.0,978.0,294.0,461.0,338.0,923.0,1064.0,1247.0
162,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
163,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
164,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
165,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
166,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
167,348.0,-4640.0,270.0,1471.0,246.0,977.0,294.0,460.0,337.0,922.0,1063.0,1246.0
168,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
169,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
170,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
171,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
172,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
173,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
174,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
175,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
176,348.0,-4640.0,270.0,1470.0,246.0,976.0,294.0,460.0,337.0,921.0,1062.0,1245.0
177,348.0,-4640.0,270.0,1469.0,246.0,976.0,295.0,460.0,337.0,921.0,1062.0,1245.0
178,348.0,-4640.0,270.0,1468.0,246.0,975.0,295.0,459.0,337.0,920.0,1061.0,1244.0
179,348.0,-4640.0,270.0,1468.0,246.0,975.0,295.0,459.0,337.0,920.0,1061.0,1244.0
180,348.0,-4640.0,270.0,1470.0,246.0,976.0,295.0,460.0,337.0,922.0,1062.0,1246.0
181,348.0,-4640.0,270.0,1470.0,246.0,976.0,295.0,460.0,337.0,922.0,1062.0,1246.0
182,348.0,-4640.0,270.0,1469.0,246.0,976.0,295.0,459.0,337.0,921.0,1061.0,1245.0
183,349.0,-4639.0,271.0,1471.0,246.0,977.0,296.0,460.0,338.0,923.0,1063.0,1247.0
184,349.0,-4639.0,271.0,1471.0,246.0,977.0,296.0,460.0,338.0,923.0,1063.0,1247.0
185,349.0,-4639.0,271.0,1473.0,246.0,978.0,296.0,460.0,338.0,925.0,1064.0,1248.0
186,349.0,-4639.0,271.0,1473.0,246.0,978.0,296.0,460.0,338.0,925.0,1064.0,1248.0
187,349.0,-4639.0,271.0,1474.0,247.0,979.0,297.0,461.0,338.0,926.0,1065.0,1249.0
188,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
189,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,925.0,1065.0,1249.0
190,349.0,-4640.0,271.0,1474.0,247.0,979.0,295.0,461.0,338.0,926.0,1066.0,1249.0
191,349.0,-4640.0,271.0,1474.0,247.0,979.0,295.0,461.0,338.0,925.0,1065.0,1248.0
192,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
193,349.0,-4640.0,271.0,1474.0,247.0,979.0,295.0,461.0,338.0,925.0,1065.0,1249.0
194,349.0,-4640.0,271.0,1474.0,247.0,979.0,295.0,461.0,338.0,925.0,1065.0,1248.0
195,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
196,349.0,-4640.0,271.0,1473.0,247.0,979.0,295.0,461.0,338.0,924.0,1065.0,1248.0
197,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
198,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
199,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
200,349.0,-4640.0,271.0,1474.0,247.0,979.0,295.0,461.0,338.0,925.0,1065.0,1249.0
201,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
202,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
203,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
204,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
205,349.0,-4640.0,271.0,1474.0,247.0,979.0,295.0,461.0,338.0,925.0,1065.0,1248.0
206,349.0,-4640.0,271.0,1474.0,247.0,979.0,295.0,461.0,338.0,925.0,1065.0,1248.0
207,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
208,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1064.0,1246.0
209,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1064.0,1246.0
210,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
211,348.0,-4640.0,270.0,1470.0,246.0,976.0,295.0,460.0,337.0,921.0,1062.0,1245.0
212,348.0,-4640.0,270.0,1470.0,246.0,976.0,295.0,460.0,337.0,921.0,1062.0,1245.0
213,349.0,-4639.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
214,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
215,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
216,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
217,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
218,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1064.0,1246.0
219,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
220,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
221,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
222,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
223,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
224,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
225,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
226,349.0,-4640.0,271.0,1471.0,247.0,977.0,295.0,461.0,338.0,922.0,1063.0,1246.0
227,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
228,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
229,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
230,349.0,-4640.0,271.0,1474.0,247.0,979.0,295.0,461.0,338.0,925.0,1065.0,1249.0
231,350.0,-4639.0,271.0,1476.0,247.0,980.0,296.0,462.0,339.0,927.0,1066.0,1250.0
232,349.0,-4640.0,271.0,1475.0,247.0,980.0,296.0,461.0,338.0,927.0,1066.0,1250.0
233,349.0,-4639.0,271.0,1475.0,247.0,980.0,296.0,461.0,338.0,927.0,1066.0,1250.0
234,349.0,-4640.0,271.0,1474.0,246.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
235,349.0,-4640.0,271.0,1474.0,246.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
236,349.0,-4639.0,271.0,1474.0,247.0,979.0,296.0,461.0,338.0,926.0,1065.0,1249.0
237,350.0,-4639.0,271.0,1475.0,247.0,980.0,297.0,462.0,339.0,927.0,1066.0,1250.0
238,350.0,-4639.0,272.0,1477.0,247.0,981.0,297.0,462.0,339.0,929.0,1067.0,1252.0
239,350.0,-4639.0,272.0,1477.0,247.0,981.0,297.0,462.0,339.0,929.0,1067.0,1252.0
240,350.0,-4639.0,272.0,1477.0,247.0,981.0,297.0,462.0,339.0,928.0,1067.0,1251.0
241,350.0,-4639.0,271.0,1475.0,247.0,980.0,296.0,462.0,339.0,927.0,1066.0,1250.0
242,350.0,-4639.0,271.0,1476.0,247.0,980.0,296.0,462.0,339.0,927.0,1067.0,1250.0
243,350.0,-4639.0,272.0,1476.0,248.0,980.0,296.0,462.0,339.0,927.0,1067.0,1250.0
244,349.0,-4640.0,271.0,1474.0,247.0,979.0,295.0,461.0,338.0,925.0,1065.0,1248.0
245,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
246,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
247,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
248,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
249,349.0,-4640.0,271.0,1472.0,247.0,978.0,295.0,461.0,338.0,923.0,1064.0,1247.0
250,349.0,-4640.0,271.0,1474.0,247.0,979.0,295.0,461.0,338.0,925.0,1065.0,1248.0
251,349.0,-4640.0,271.0,1473.0,247.0,978.0,295.0,461.0,338.0,924.0,1065.0,1248.0
252,349.0,-4640.0,271.0,1474.0,247.0,979.0,295.0,461.0,338.0,925.0,1065.0,1249.0
