28.84513651,8.174410075,25.334
29.08281658,12.85600382,25.324
29.26354791,7.681365975,25.324
29.34668444,8.428569878,25.324
29.5412251,12.35543336,25.324
29.68214516,7.768351575,25.192
29.8002037,8.682054146,25.192
29.8868871,17.28863732,25.192
29.89806416,14.89445867,25.192
29.91657716,13.87697465,25.261
29.91850254,8.185111331,25.261
29.96169075,7.853842381,25.261
29.98635334,2.905423684,25.261
30.01338087,4.715482451,25.367
29.97113166,7.025934524,25.367
29.90436997,10.34828766,25.367
29.8754884,1.035837488,25.367
29.77838414,3.643329489,25.63
29.72546606,4.383369448,25.63
29.66661534,3.148902595,25.63
29.56911356,0.546558577,25.63
29.47545407,2.407439009,25.917
29.38031577,16.08331504,25.917
29.30012888,14.37958337,25.917
29.17199361,8.675917478,25.917
29.09512906,0.022813631,26.203
29.0580894,10.34012344,26.203
29.05292991,7.762051446,26.203
28.94663524,14.12183806,26.203
28.87386574,0.348587855,26.582
28.91313007,13.10718673,26.582
28.95428594,8.922942952,26.582
28.93134462,1.3341299,26.582
28.97720607,4.375673866,26.709
29.0754666,10.59085513,26.709
29.12158533,7.514233492,26.709
29.15048941,6.769794184,26.709
29.17250838,13.53187233,26.925
29.13985418,7.017791068,26.925
29.19308652,2.897476549,26.925
29.22564287,2.815642596,26.925
29.35003411,7.765099932,27.099
29.38914272,0.190080596,27.099
29.64376373,7.519459128,27.099
29.65161685,4.076850389,27.248
29.75854166,1.201119356,27.248
29.86266702,1.364221321,27.248
29.94414632,0.523891221,27.248
30.03450317,6.365228908,27.307
30.09401135,0.049074338,27.307
30.16930978,1.443341504,27.307
30.21050558,1.771255066,27.307
30.25890171,3.894593822,27.422
30.27306754,0.949993411,27.422
30.2815952,7.276958419,27.422
30.26854849,4.553110679,27.422
30.26235818,3.976897021,27.242
30.23606002,1.757816821,27.242
30.20677961,2.263836217,27.242
30.15766757,0.294633412,27.242
30.18881536,5.871253582,27.246
30.21410248,6.284259907,27.246
30.16523936,4.140585925,27.246
30.13949578,3.578753515,27.246
30.13247792,0.033341425,27.204
30.15221451,1.428661315,27.204
30.16803527,0.950972047,27.204
30.16266912,0.294586548,27.204
30.15139574,1.607655076,27.1
30.11765512,0.295009535,27.1
30.08737333,0.70556346,27.1
30.05583905,3.892733154,27.1
30.05209826,2.495228452,26.714
30.02085177,5.704699498,26.714
29.89990195,5.538598023,26.714
29.87577393,3.334773015,26.714
29.80366953,4.054902921,26.514
29.77136405,0.932538755,26.514
29.88931289,1.610176134,26.514
29.75710531,3.993545501,26.514
29.69489336,2.656100583,26.152
29.77852898,10.9320546,26.152
29.75290626,8.266530311,26.152
29.63677253,0.110569565,26.152
29.64259557,1.341654367,26.02
29.66387242,0.053268385,26.02
29.65696234,1.120076227,26.02
29.69652847,2.409659718,26.02
29.73593504,5.47526289,25.512
29.78775434,4.239953883,25.512
29.82616597,6.711559702,25.512
29.86042874,5.391619737,25.512
29.87666965,0.461428813,25.361
29.93485729,7.522202803,25.361
30.00246626,4.550674888,25.361
30.05118294,1.427714944,25.361
30.14475487,0.443735458,25.47
30.21741924,2.003974001,25.47
30.27307686,2.66157375,25.47
30.37009627,8.272096386,25.47
30.47019356,11.02175829,25.504
30.52875334,10.93859436,25.504
30.5637388,10.02028201,25.504
30.61260452,11.27402853,25.504
30.62066825,10.18756517,25.369
30.66914816,6.453407279,25.369
30.70482376,8.02610481,25.369
30.77799559,10.60626639,25.369
30.86819913,20.33468107,25.398
30.87822052,11.19243531,25.398
30.8812764,13.04039077,25.398
30.94255915,15.4987517,25.398
30.96918151,17.29720406,25.397
30.96695731,13.71641012,25.397
30.97801609,17.64175869,25.397
31.00354114,14.56368093,25.397
30.98518956,12.28364158,25.481
31.03319758,17.2976732,25.481
31.01436913,11.94789716,25.481
31.03382032,19.11388759,25.481
31.05715152,13.37917528,25.349
31.06687955,15.92632348,25.349
31.08795269,3.326017791,25.349
31.1541401,8.610514841,25.349
31.11670506,5.215403682,25.163
31.18398726,4.231562836,25.163
31.20845728,9.942034709,25.163
31.22061039,0.531524599,25.163
